   29,     233.2,     arm26_0g.osim,   -1,    0,    0,  130,    0.2437,    0.0930,    0,    0 
   30,     133.3,     arm26_0g.osim,   -1,    0,   90,  130,    0.1311,    0.0167,    0,    0 
   31,     221.5,     arm26_0g.osim,   -1,   45,    0,   90,    1.2295,    0.5713,  232,   96 
   32,     347.1,     arm26_0g.osim,   -1,   45,    0,  130,    0.9990,    0.5031,  312,  144 
   33,     160.9,     arm26_0g.osim,   -1,   45,   90,  130,    0.1538,    0.0019,    0,    0 
   34,     343.7,     arm26_0g.osim,   -1,   90,    0,   90,    0.0339,    0.3708,  194,  249 
   35,     417.0,     arm26_0g.osim,   -1,   90,    0,  130,    0.5049,    0.3400,  448,  262 
   36,     169.8,     arm26_0g.osim,   -1,   90,   90,  130,    0.0593,    0.0089,  241,   50 
   37,    1003.7,     arm26_0g.osim,   -1,  135,    0,   90,    0.3972,    0.6364,    0,    0 
   38,    1272.6,     arm26_0g.osim,   -1,  135,    0,  130,    0.1176,    0.5022,    0,    0 
   39,     505.5,     arm26_0g.osim,   -1,  135,   90,  130,    0.0777,    0.0867,    0,    0 
   40,     491.6,     arm26_0g.osim,   -1,  180,    0,   90,    0.5195,    0.6171,    0,    0 
   41,     742.7,     arm26_0g.osim,   -1,  180,    0,  130,    0.3691,    0.5157,  181,   93 
   42,     153.7,     arm26_0g.osim,   -1,  180,   90,  130,    0.1171,    0.0654,    0,    0 
   43,     222.1,  arm26_2500g.osim,    1,  -90,    0,   90,    0.2989,    0.0949,    0,    0 
   44,     282.7,  arm26_2500g.osim,    1,  -90,    0,  130,    0.2486,    0.1074,   22,    6 
   45,     127.5,  arm26_2500g.osim,    1,  -90,   90,  130,    0.1201,    0.0033,    0,    0 
   46,     212.7,  arm26_2500g.osim,    1,  -45,    0,   90,    0.0798,    0.0203,    0,    0 
   47,     274.1,  arm26_2500g.osim,    1,  -45,    0,  130,    0.0773,    0.0189,    0,    0 
   48,     133.9,  arm26_2500g.osim,    1,  -45,   90,  130,    0.0393,    0.0108,    0,    0 
   49,     210.6,  arm26_2500g.osim,    1,    0,    0,   90,    0.0458,    0.0900,    0,    0 
   50,     306.8,  arm26_2500g.osim,    1,    0,    0,  130,    0.0444,    0.0689,    0,    0 
   51,     170.5,  arm26_2500g.osim,    1,    0,   90,  130,    0.0931,    0.0390,    0,    0 
   52,     325.9,  arm26_2500g.osim,    1,   45,    0,   90,    0.1423,    0.1308,    0,    0 
   53,     536.0,  arm26_2500g.osim,    1,   45,    0,  130,    0.1969,    0.2372,   65,   65 
   54,     263.8,  arm26_2500g.osim,    1,   45,   90,  130,    0.1209,    0.0011,    0,    0 
   55,     883.1,  arm26_2500g.osim,    1,   90,    0,   90,    0.0250,    0.1756,  146,  243 
   56,    1099.3,  arm26_2500g.osim,    1,   90,    0,  130,    0.0366,    0.6796,  237,  249 
   57,     341.7,  arm26_2500g.osim,    1,   90,   90,  130,    0.0377,    0.0040,  214,    0 
   58,     986.8,  arm26_2500g.osim,    1,  135,    0,   90,    0.0234,    0.1057,    0,    0 
   59,    2030.5,  arm26_2500g.osim,    1,  135,    0,  130,    0.0208,    0.1479,    0,   60 
   60,     330.1,  arm26_2500g.osim,    1,  135,   90,  130,    0.0323,    0.0153,    0,    0 
   61,     367.5,  arm26_2500g.osim,    1,  180,    0,   90,    0.1267,    0.3214,    0,    0 
   62,     774.7,  arm26_2500g.osim,    1,  180,    0,  130,    0.1473,    0.4368,    0,   72 
   63,     228.8,  arm26_2500g.osim,    1,  180,   90,  130,    0.0905,    0.0130,    0,    0 
   64,     303.7,  arm26_2500g.osim,   -1,  -90,    0,   90,    0.6423,    0.2174,    0,    0 
   65,     365.4,  arm26_2500g.osim,   -1,  -90,    0,  130,    0.6278,    0.1776,    0,    0 
   66,     144.8,  arm26_2500g.osim,   -1,  -90,   90,  130,    0.1199,    0.0034,    0,    0 
   67,     230.0,  arm26_2500g.osim,   -1,  -45,    0,   90,    0.1346,    0.0162,    0,    0 
   68,     295.3,  arm26_2500g.osim,   -1,  -45,    0,  130,    0.1204,    0.0125,    0,    0 
   69,     136.0,  arm26_2500g.osim,   -1,  -45,   90,  130,    0.0180,    0.0049,    0,    0 
   70,     213.7,  arm26_2500g.osim,   -1,    0,    0,   90,    0.5591,    0.4059,    0,    0 
   71,     286.7,  arm26_2500g.osim,   -1,    0,    0,  130,    0.4472,    0.1616,    0,    0 
   72,     147.3,  arm26_2500g.osim,   -1,    0,   90,  130,    0.1312,    0.0271,    0,    0 
   73,     360.3,  arm26_2500g.osim,   -1,   45,    0,   90,    1.2632,    0.9665,  244,  128 
   74,     563.5,  arm26_2500g.osim,   -1,   45,    0,  130,    1.0903,    0.9520,  242,  184 
   75,     219.3,  arm26_2500g.osim,   -1,   45,   90,  130,    0.1648,    0.0015,    0,    0 
   76,     388.7,  arm26_2500g.osim,   -1,   90,    0,   90,    0.0261,    0.2614,  154,  235 
   77,     668.2,  arm26_2500g.osim,   -1,   90,    0,  130,    0.2644,    0.1954,  250,  251 
   78,     255.3,  arm26_2500g.osim,   -1,   90,   90,  130,    0.0099,    0.0051,  133,    0 
   79,     739.3,  arm26_2500g.osim,   -1,  135,    0,   90,    0.0478,    0.6246,    0,    0 
   80,    4071.2,  arm26_2500g.osim,   -1,  135,    0,  130,    0.4536,    0.5602,    0,   12 
   81,     492.4,  arm26_2500g.osim,   -1,  135,   90,  130,    0.0534,    0.0593,    0,    0 
   82,     462.4,  arm26_2500g.osim,   -1,  180,    0,   90,    0.6050,    0.7648,    0,    0 
   83,     635.6,  arm26_2500g.osim,   -1,  180,    0,  130,    0.4953,    0.6698,    4,    0 
   84,     163.4,  arm26_2500g.osim,   -1,  180,   90,  130,    0.0954,    0.0194,    0,    0 
   85,     214.3,  arm26_5000g.osim,    1,  -90,    0,   90,    0.1304,    0.0318,    0,    0 
   86,     284.8,  arm26_5000g.osim,    1,  -90,    0,  130,    0.1248,    0.0496,    0,    0 
   87,     133.2,  arm26_5000g.osim,    1,  -90,   90,  130,    0.0939,    0.0024,    0,    0 
   88,     197.8,  arm26_5000g.osim,    1,  -45,    0,   90,    0.0445,    0.0116,    0,    0 
   89,     277.3,  arm26_5000g.osim,    1,  -45,    0,  130,    0.0431,    0.0119,    0,    0 
   90,     136.4,  arm26_5000g.osim,    1,  -45,   90,  130,    0.0407,    0.0151,    0,    0 
   91,     214.2,  arm26_5000g.osim,    1,    0,    0,   90,    0.0463,    0.0865,    0,    0 
   92,     278.2,  arm26_5000g.osim,    1,    0,    0,  130,    0.0434,    0.0771,    0,    0 
   93,     178.6,  arm26_5000g.osim,    1,    0,   90,  130,    0.0718,    0.0393,    0,    0 
   94,     340.1,  arm26_5000g.osim,    1,   45,    0,   90,    0.0653,    0.0436,    0,    0 
   95,     462.4,  arm26_5000g.osim,    1,   45,    0,  130,    0.0666,    0.0522,    0,    0 
   96,     270.5,  arm26_5000g.osim,    1,   45,   90,  130,    0.1018,    0.0008,    0,    0 
   97,     773.7,  arm26_5000g.osim,    1,   90,    0,   90,    0.0261,    0.1391,  105,  234 
   98,    1127.3,  arm26_5000g.osim,    1,   90,    0,  130,    0.0184,    0.3305,  262,  244 
   99,     361.6,  arm26_5000g.osim,    1,   90,   90,  130,    0.0479,    0.0034,  197,    0 
  100,     616.1,  arm26_5000g.osim,    1,  135,    0,   90,    0.0246,    0.1104,    0,    0 
  101,    1376.3,  arm26_5000g.osim,    1,  135,    0,  130,    0.0215,    0.1131,    0,    0 
  102,     264.4,  arm26_5000g.osim,    1,  135,   90,  130,    0.0336,    0.0124,    0,    0 
  103,     276.1,  arm26_5000g.osim,    1,  180,    0,   90,    0.1010,    0.2560,    0,    0 
  104,     663.2,  arm26_5000g.osim,    1,  180,    0,  130,    0.1278,    0.3234,    0,    0 
  105,     281.7,  arm26_5000g.osim,    1,  180,   90,  130,    0.0713,    0.0095,    0,    0 
  106,     284.1,  arm26_5000g.osim,   -1,  -90,    0,   90,    0.5788,    0.1509,    0,    0 
  107,     362.5,  arm26_5000g.osim,   -1,  -90,    0,  130,    0.5657,    0.1243,    0,    0 
  108,     145.1,  arm26_5000g.osim,   -1,  -90,   90,  130,    0.0995,    0.0025,    0,    0 
  109,     219.4,  arm26_5000g.osim,   -1,  -45,    0,   90,    0.1023,    0.0134,    0,    0 
  110,     299.4,  arm26_5000g.osim,   -1,  -45,    0,  130,    0.0784,    0.0100,    0,    0 
  111,     141.0,  arm26_5000g.osim,   -1,  -45,   90,  130,    0.0219,    0.0070,    0,    0 
  112,     225.2,  arm26_5000g.osim,   -1,    0,    0,   90,    0.6638,    0.5250,    0,    0 
  113,     309.9,  arm26_5000g.osim,   -1,    0,    0,  130,    0.6026,    0.4175,   18,    0 
  114,     140.9,  arm26_5000g.osim,   -1,    0,   90,  130,    0.1150,    0.0270,    0,    0 
  115,     436.2,  arm26_5000g.osim,   -1,   45,    0,   90,    1.2697,    0.5671,  254,  129 
  116,     552.8,  arm26_5000g.osim,   -1,   45,    0,  130,    1.1401,    0.3610,  254,  239 
  117,     167.0,  arm26_5000g.osim,   -1,   45,   90,  130,    0.1665,    0.0012,    0,    0 
  118,     475.2,  arm26_5000g.osim,   -1,   90,    0,   90,    0.0235,    0.1969,  145,  226 
  119,     532.5,  arm26_5000g.osim,   -1,   90,    0,  130,    0.0361,    0.1253,  195,  239 
  120,     264.3,  arm26_5000g.osim,   -1,   90,   90,  130,    0.0111,    0.0034,    0,    0 
  121,     754.4,  arm26_5000g.osim,   -1,  135,    0,   90,    0.0293,    0.6164,    0,    0 
  122,    2127.7,  arm26_5000g.osim,   -1,  135,    0,  130,    0.4371,    0.5663,    0,   14 
  123,     506.7,  arm26_5000g.osim,   -1,  135,   90,  130,    0.0347,    0.0506,    0,    0 
  124,     500.6,  arm26_5000g.osim,   -1,  180,    0,   90,    0.7080,    0.8287,    0,    0 
  125,     689.0,  arm26_5000g.osim,   -1,  180,    0,  130,    0.5543,    0.7087,    0,    0 
  126,     149.9,  arm26_5000g.osim,   -1,  180,   90,  130,    0.0847,    0.0109,    0,    0 
